Keuwl Accelerometer Data File
2021-06-01 15-05-52

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
21.0100765,-0.212527,0.072886,-0.082705,-0.092239,-0.585004,6.586487
21.0297909,-0.204730,0.057322,0.101041,0.090615,-0.716565,5.292358
21.0494747,-0.092807,0.001642,0.123197,0.112140,-0.796100,-9.836445
21.0691891,-0.057498,0.124353,-0.260486,-0.264174,0.061492,-7.230148
21.0889053,-0.032351,0.308710,-0.495700,-0.485864,1.246767,-2.988884
21.1086502,-0.083239,0.352396,-0.308963,-0.297725,1.301970,1.576454
21.1283321,-0.013797,0.111780,0.011853,0.008218,0.017162,-11.511616
21.1480465,0.055036,-0.098913,0.254285,0.243806,-0.744036,-31.516651
21.1677608,0.025098,-0.230596,0.268033,0.253304,-1.309087,-43.812378
21.1874447,-0.085620,-0.152182,0.175275,0.159188,-1.513751,-23.157822
21.2071896,-0.135302,-0.119253,0.228543,0.212318,-1.542214,-13.159061
21.2269058,-0.079043,-0.044439,0.188443,0.175844,-1.000834,-14.326050
21.2465878,-0.061679,0.114176,-0.083316,-0.087996,-0.067313,-7.292145
21.2663021,-0.110171,0.305109,-0.340686,-0.333620,0.999747,2.511604
21.2860165,-0.132312,0.411051,-0.309558,-0.294513,1.567955,5.942612
21.3057308,-0.027560,0.261423,-0.105456,-0.100126,0.811311,-4.694427
21.3254452,-0.006015,0.093226,-0.013873,-0.018187,-0.043535,-13.068378
21.3451614,-0.027575,-0.000738,0.049573,0.040169,-0.589536,-16.592308
21.3648434,0.002958,-0.118658,0.178861,0.166095,-1.021838,-29.052876
21.3845577,0.042463,-0.189886,0.127988,0.114779,-1.075435,-39.981308
21.4042721,0.000562,-0.080358,0.226148,0.214443,-0.890199,-25.288620
21.4239864,-0.074252,-0.044439,0.279416,0.266845,-1.008422,-14.856091
21.4436722,-0.012011,-0.146795,0.171674,0.157676,-1.191248,-30.573399
21.4633846,0.038266,-0.125845,-0.036624,-0.048193,-0.838430,-32.760368
21.4830685,0.049649,0.142908,-0.347873,-0.346840,0.509891,-14.940231
21.5027828,-0.108371,0.402674,-0.611224,-0.595211,1.716161,4.218674
21.5224972,-0.164645,0.437983,-0.513675,-0.495987,1.801240,8.433617
21.5422421,-0.042529,0.287165,-0.173678,-0.166767,0.949100,-2.863884
21.5619278,-0.016787,0.057917,0.089078,0.082529,-0.284792,-14.024548
21.5816402,-0.026965,-0.058813,0.138165,0.126457,-0.879267,-20.876606
21.6013546,0.092740,-0.208441,0.156720,0.145015,-0.881299,-45.326843
21.6210690,0.149610,-0.348501,0.271039,0.259852,-0.831698,-64.175598
21.6407528,0.140027,-0.347311,0.401517,0.389771,-0.917773,-63.872078
21.6604977,0.049039,-0.220419,0.402722,0.388901,-1.192360,-44.116692
21.6801834,-0.056292,-0.016897,0.140561,0.129613,-0.785113,-14.847420
21.6999283,-0.106570,0.201563,-0.164706,-0.165181,0.340488,-0.313461
21.7196102,-0.091616,0.326059,-0.384372,-0.375152,1.173269,1.606911
21.7393246,-0.111361,0.370951,-0.342486,-0.330265,1.380582,3.873131
21.7590084,-0.047320,0.213541,-0.004306,-0.002957,0.466274,-4.743729
21.7787228,0.000562,0.082453,0.146543,0.141613,-0.131175,-14.172115
21.7984390,-0.017993,0.005243,0.062741,0.053851,-0.533079,-17.090755
21.8181839,-0.084430,-0.006735,-0.019259,-0.030313,-0.776269,-11.241005
21.8378353,-0.007815,-0.109686,0.095654,0.082895,-1.010640,-27.190392
21.8575802,0.148404,-0.310797,0.206998,0.196122,-0.785258,-59.611916
21.8772945,0.187314,-0.347296,0.235120,0.225783,-0.608625,-64.595276
21.8970089,0.064008,-0.049230,0.050168,0.041950,-0.456441,-27.972569
21.9166946,-0.044329,0.164454,-0.313754,-0.314647,0.332742,-6.736649
21.9364071,0.014936,0.081263,-0.348468,-0.352082,0.085016,-15.411270
21.9561214,0.161573,-0.036657,-0.096469,-0.099738,0.071428,-33.513371
21.9758358,0.162778,-0.043249,-0.125201,-0.128607,0.063758,-34.079514
21.9955502,0.000562,0.103998,-0.202411,-0.205599,0.098663,-13.067539
22.0152645,-0.121539,0.153086,-0.118030,-0.121840,0.023705,-0.444054
22.0349503,-0.131717,0.051920,0.116605,0.106973,-0.625509,-3.105553
22.0546951,-0.061084,-0.076162,0.271634,0.258294,-1.110601,-18.756680
22.0743771,-0.056292,-0.101293,0.204602,0.190639,-1.190137,-21.472481
22.0940914,-0.059893,-0.122854,0.142941,0.128293,-1.283285,-23.129723
22.1137753,-0.014392,-0.190481,0.279416,0.264222,-1.381024,-35.437340
22.1335201,0.080762,-0.153372,0.315335,0.304235,-0.826973,-38.639862
22.1532059,0.043058,0.027979,0.026227,0.020384,-0.202183,-20.806290
22.1729183,-0.070056,0.259623,-0.438251,-0.433276,0.858147,-1.600983
22.1926022,-0.140689,0.432001,-0.578906,-0.561069,1.829765,6.789642
22.2123470,-0.120944,0.250650,-0.285617,-0.282856,0.643204,2.134377
22.2320614,0.053830,-0.049230,0.117810,0.109118,-0.519166,-27.189232
22.2517452,0.113691,-0.217428,0.232724,0.221633,-0.814977,-47.450951
22.2714615,0.071195,-0.198873,0.085477,0.073184,-0.947655,-42.955452
22.2911739,0.037076,-0.115072,0.068723,0.057314,-0.832437,-31.615490
22.3108883,0.023908,-0.115667,0.185437,0.173436,-0.922666,-30.588196
22.3305721,-0.012011,-0.149786,0.199811,0.185712,-1.209013,-30.898651
22.3503170,0.035276,-0.098913,0.049573,0.038616,-0.773809,-29.952557
22.3700314,-0.023974,-0.027075,-0.134189,-0.144320,-0.647878,-18.751160
22.3897457,-0.028170,0.069880,-0.171893,-0.177783,-0.173526,-12.377014
22.4094296,-0.053302,0.174021,-0.116824,-0.117819,0.284791,-5.642853
22.4291439,-0.090411,0.179422,-0.135974,-0.137524,0.238380,-2.353943
22.4488583,0.020322,0.035761,-0.093478,-0.099576,-0.208220,-18.482330
22.4685421,0.125074,-0.080358,0.000485,-0.006221,-0.286814,-34.753841
22.4882870,0.139432,-0.126440,0.090878,0.083259,-0.397846,-39.644127
22.5079727,0.019712,-0.086340,0.162091,0.150878,-0.820564,-27.511917
22.5276852,0.001157,-0.139013,0.242902,0.229455,-1.121941,-30.957802
22.5473995,0.036481,-0.156973,0.263852,0.251085,-1.032288,-35.835239
22.5671139,0.016126,-0.002539,-0.005496,-0.013536,-0.428414,-20.631474
22.5868282,-0.146685,0.247660,-0.279025,-0.276970,0.582689,4.154373
22.6065121,-0.183184,0.328455,-0.352054,-0.344448,1.043815,8.384048
22.6262569,-0.017993,0.160868,-0.203021,-0.203597,0.339053,-9.002220
22.6459408,0.111295,-0.132421,0.034009,0.025051,-0.536401,-38.532341
22.6656551,0.131055,-0.299414,0.212979,0.201432,-0.868754,-57.764904
22.6853695,0.058622,-0.317968,0.347653,0.332880,-1.324190,-57.864140
22.7050533,0.037076,-0.246160,0.347653,0.333012,-1.304585,-46.685120
22.7247677,0.020917,-0.027090,0.003491,-0.005384,-0.522605,-22.797489
22.7444839,-0.055697,0.191385,-0.457995,-0.457197,0.512785,-4.830986
22.7641964,-0.117343,0.315287,-0.505893,-0.497683,1.127206,3.250885
22.7839108,-0.088610,0.227305,-0.189853,-0.188207,0.529374,-1.057716
22.8036251,-0.045520,0.011820,0.156705,0.147191,-0.617704,-14.075100
22.8233089,-0.009005,-0.176123,0.265042,0.250340,-1.304675,-34.179451
22.8430233,0.016721,-0.253927,0.271039,0.255646,-1.411160,-46.442917
22.8627682,0.064008,-0.220404,0.105237,0.092217,-1.046880,-45.054398
22.8824520,0.045453,-0.152182,-0.049792,-0.061814,-0.894812,-36.011986
22.9021664,0.027494,-0.039648,-0.120410,-0.129375,-0.513948,-24.304996
22.9218807,-0.089816,0.169245,-0.241931,-0.243860,0.224032,-2.738373
22.9415646,-0.175998,0.288950,-0.360446,-0.355703,0.821748,7.261749
22.9612789,-0.075442,0.102808,-0.256885,-0.262218,-0.101961,-6.532494
22.9809952,0.092740,-0.136618,0.025022,0.015177,-0.637050,-37.756847
23.0007076,0.135831,-0.195867,0.265058,0.255324,-0.658262,-46.228382
23.0204220,0.008344,-0.089926,0.311139,0.299287,-0.919683,-26.836578
23.0401363,-0.067660,-0.096517,0.243497,0.229366,-1.218423,-19.772480
23.0598507,-0.096408,-0.167746,0.303357,0.286576,-1.644983,-23.554314
23.0795345,-0.018588,-0.255728,0.368009,0.351443,-1.613276,-44.130775
23.0992508,0.034085,-0.190481,0.145337,0.131805,-1.122190,-39.438232
23.1189957,-0.077243,-0.012121,-0.219180,-0.230057,-0.726213,-12.346821
23.1386471,-0.064074,0.128534,-0.358645,-0.362083,0.104020,-6.481789
23.1583920,-0.052707,0.174631,-0.319140,-0.319634,0.369637,-5.669319
23.1781063,-0.142489,0.124949,-0.257480,-0.263032,-0.124168,0.655212
23.1977901,-0.149066,0.008234,0.004071,-0.007675,-0.866432,-3.086754
23.2175064,-0.054507,-0.162359,0.335675,0.319987,-1.464423,-27.979675
23.2372189,0.075986,-0.377829,0.416486,0.401953,-1.295879,-67.044220
23.2569332,0.035886,-0.361074,0.228543,0.212743,-1.471911,-63.805191
23.2766476,-0.083239,-0.250341,0.215970,0.197882,-1.885696,-37.009445
23.2963314,-0.100589,-0.109091,0.146543,0.131346,-1.367459,-16.945366
23.3160763,-0.073046,0.029780,-0.237735,-0.246660,-0.491271,-10.307461
23.3357620,-0.083834,0.244059,-0.683063,-0.678846,0.853676,-0.969131
23.3554745,-0.202334,0.494852,-0.915896,-0.891402,2.361973,11.388466
23.3751888,-0.217898,0.433802,-0.638766,-0.621627,1.800238,11.930412
23.3949032,-0.031161,0.010630,-0.093478,-0.102319,-0.503870,-15.520847
23.4146175,0.093946,-0.416738,0.401517,0.387649,-1.198783,287.286133
23.4343319,0.055631,-0.584936,0.597241,0.583278,-1.233701,262.867493
23.4540176,-0.019793,-0.511923,0.570310,0.552984,-1.766367,269.039001
23.4737301,0.020322,-0.446676,0.469754,0.453250,-1.612123,281.928345
23.4934444,0.061017,-0.291647,0.170484,0.156202,-1.232046,-54.209007
23.5131283,-0.144290,0.071680,-0.243716,-0.252143,-0.433806,-0.975479
23.5328732,-0.347201,0.382929,-0.434649,-0.423193,1.349574,20.840820
23.5525570,-0.334628,0.439783,-0.280231,-0.264477,1.608038,19.828026
23.5722733,-0.168231,0.294336,-0.115024,-0.110455,0.753287,6.736511
23.5919857,-0.061084,0.162668,-0.158130,-0.159917,0.220966,-5.414726
23.6117001,-0.032351,0.071680,-0.228152,-0.233980,-0.157463,-11.912426
23.6313839,0.058622,-0.185690,0.046582,0.034136,-0.962846,-40.629448
23.6510983,0.065213,-0.462835,0.327893,0.313112,-1.323192,280.276245
23.6708126,-0.017398,-0.587332,0.558347,0.542116,-1.574177,257.281860
23.6905289,-0.025775,-0.534063,0.715161,0.697846,-1.776212,264.853271
23.7102108,-0.141894,-0.306600,0.437436,0.417400,-2.366078,-40.740177
23.7299557,-0.269976,-0.031866,-0.042010,-0.056618,-1.256462,11.852173
23.7496395,-0.251422,0.119562,-0.208407,-0.215655,-0.310006,11.719475
23.7693539,-0.180789,0.114176,-0.153934,-0.160850,-0.283567,4.182755
23.7890682,-0.082629,0.056116,-0.093478,-0.101606,-0.424312,-7.983688
23.8087845,-0.044329,-0.004339,-0.121020,-0.130832,-0.611830,-15.216251
23.8284969,-0.044925,-0.061193,-0.096484,-0.108541,-0.893148,-19.258541
23.8482113,-0.080233,-0.118658,-0.060565,-0.075443,-1.295610,-20.355625
23.8679256,-0.035952,-0.292242,0.028028,0.010644,-1.730779,-48.779518
23.8876400,-0.011401,-0.437689,0.179456,0.162073,-1.743912,282.943420
23.9073238,-0.048510,-0.367651,0.231534,0.213126,-1.953896,-62.742340
23.9270401,-0.165225,-0.083944,-0.028247,-0.043710,-1.390927,-6.086395
23.9467525,-0.302905,0.251246,-0.478351,-0.477005,0.564818,17.490524
23.9664669,-0.315478,0.399088,-0.527423,-0.514309,1.492062,18.543762
23.9861813,-0.116153,0.133936,-0.212588,-0.217211,-0.038640,-1.562729
24.0058956,0.192106,-0.174917,0.133969,0.127563,-0.277388,-46.764446
24.0255795,0.188504,-0.173132,0.023236,0.016863,-0.255948,-46.440514
24.0452633,-0.036547,0.059107,-0.311358,-0.317795,-0.206366,-12.198830
24.0650082,-0.137698,0.132135,-0.165912,-0.171134,-0.106774,0.415840
24.0847225,-0.161044,-0.046835,0.208783,0.194500,-1.236664,-4.399826
24.1044369,-0.112567,-0.343115,0.583478,0.563643,-2.317963,-53.436306
24.1241512,-0.049716,-0.499350,0.631360,0.613093,-1.954024,269.441589
24.1438351,0.017331,-0.393988,0.318311,0.301731,-1.611181,-69.023293
24.1635513,0.043058,-0.159368,-0.115024,-0.127254,-0.913424,-36.597919
24.1832638,-0.066470,0.173426,-0.403537,-0.404284,0.364090,-4.575134
24.2029476,-0.195758,0.379328,-0.316745,-0.305340,1.315876,9.908875
24.2226925,-0.114352,0.278772,-0.167102,-0.162552,0.763174,2.257317
24.2423763,-0.116153,0.160273,-0.201221,-0.204343,0.104675,-0.708481
24.2620907,-0.169421,0.036356,-0.339496,-0.349923,-0.653342,0.494797
24.2818069,-0.193972,-0.048635,-0.008487,-0.023121,-1.264307,0.082802
24.3015194,-0.144275,-0.245550,0.492505,0.473207,-2.174661,-27.551098
24.3212032,-0.029971,-0.352102,0.485318,0.467389,-1.874814,-60.261650
24.3409176,-0.040133,-0.302404,0.137555,0.119892,-1.794217,-50.293411
24.3606319,-0.229876,-0.061209,-0.073733,-0.089148,-1.378229,4.918045
24.3803463,-0.245440,0.109980,-0.039615,-0.047590,-0.415997,10.947464
24.4000626,-0.057498,0.133326,-0.145556,-0.148963,0.067347,-6.859589
24.4197750,0.054441,0.093226,-0.465182,-0.466469,0.327450,-17.822289
24.4394894,-0.074252,0.174631,-0.529223,-0.529811,0.404418,-3.881325
24.4592037,-0.190966,0.214136,-0.196429,-0.197468,0.296369,7.285927
24.4788876,-0.077838,-0.043844,0.325498,0.312821,-1.027815,-14.417442
24.4986019,0.146619,-0.489767,0.612210,0.600676,-0.917697,278.410706
24.5183182,0.199887,-0.572363,0.551160,0.543155,-0.507687,270.710876
24.5380306,0.007154,-0.249151,0.209378,0.193789,-1.435894,-45.099289
24.5577450,-0.152667,0.130930,-0.019259,-0.025055,-0.189786,1.826637
24.5774593,-0.187976,0.235087,-0.104251,-0.104086,0.384763,7.381508
24.5971737,-0.257403,0.250650,-0.158725,-0.158035,0.441189,13.548943
24.6168575,-0.210131,0.170450,-0.078509,-0.082714,-0.021562,8.298935
24.6365738,-0.125735,0.136927,0.013059,0.008017,-0.119680,-0.567223
24.6562862,-0.057498,0.108194,-0.149142,-0.153917,-0.065020,-7.923721
24.6759701,-0.015597,0.056711,-0.277240,-0.283219,-0.164599,-14.195702
24.6957150,-0.020388,-0.045645,-0.138965,-0.149697,-0.719966,-20.478836
24.7153988,0.058622,-0.243750,0.271634,0.257857,-1.171246,-47.656853
24.7351437,0.132245,-0.422735,0.512845,0.500475,-1.010482,286.608704
24.7548294,0.063413,-0.420339,0.361417,0.346410,-1.360802,286.650269
24.7745419,-0.026370,-0.256323,0.174664,0.157969,-1.618208,-43.590210
24.7942562,-0.016787,-0.168936,0.095059,0.080418,-1.277059,-32.611111
24.8139706,-0.000628,-0.070776,-0.024646,-0.035799,-0.787874,-24.358231
24.8336849,-0.109576,0.139307,-0.210193,-0.214378,0.003871,-1.988960
24.8533993,-0.196963,0.303324,-0.322131,-0.316710,0.867076,9.115189
24.8730850,-0.166430,0.319483,-0.411914,-0.404572,1.037880,6.991676
24.8927975,-0.134707,0.196772,-0.393359,-0.394196,0.353890,1.966148
24.9125118,-0.055697,0.023203,-0.152148,-0.161038,-0.500519,-12.400997
24.9322262,0.089750,-0.305410,0.156705,0.143400,-1.092093,-57.203896
24.9519100,0.141233,-0.422735,0.317121,0.305335,-0.912052,286.643677
24.9716549,0.099317,-0.407156,0.326703,0.313109,-1.152004,-71.368515
24.9913406,0.003553,-0.295233,0.288388,0.272014,-1.573253,-51.862125
25.0110531,-0.002429,-0.237768,0.138150,0.122494,-1.439439,-42.762398
25.0307674,0.022107,-0.104284,-0.186252,-0.197577,-0.787074,-29.352627
25.0504513,-0.079638,0.163859,-0.341876,-0.343676,0.255505,-3.797516
25.0701962,-0.252032,0.419428,-0.435855,-0.421117,1.580667,14.159195
25.0898800,-0.318469,0.417048,-0.408923,-0.394694,1.538375,18.747528
25.1095638,-0.168231,0.106989,-0.025241,-0.032557,-0.347145,2.692650
25.1293087,-0.053302,-0.219213,0.275815,0.258966,-1.654496,-35.475773
25.1490231,-0.017398,-0.388006,0.264447,0.246829,-1.796191,-67.563560
25.1687374,0.016126,-0.501135,0.361417,0.345181,-1.556603,272.740845
25.1884518,0.105909,-0.489767,0.517041,0.503873,-1.115726,277.464844
25.2081661,0.068799,-0.404776,0.390744,0.375912,-1.337572,-70.990913
25.2278519,-0.016787,-0.129431,-0.095874,-0.109316,-1.080486,-28.289936
25.2475643,-0.186190,0.197977,-0.459201,-0.460649,0.311373,6.565689
25.2672482,-0.350787,0.496042,-0.480136,-0.458264,2.061856,20.759605
25.2869930,-0.275958,0.474512,-0.410113,-0.390607,1.890851,15.967888
25.3066769,-0.151461,0.229700,-0.277240,-0.276487,0.470885,4.173317
25.3263912,-0.018588,-0.066580,0.046582,0.034944,-0.858433,-22.323101
25.3461075,0.048444,-0.252737,0.347653,0.333306,-1.261307,-48.250092
25.3658199,0.132245,-0.392797,0.310544,0.298369,-0.960670,-69.541092
25.3855343,0.204679,-0.451467,0.191419,0.182920,-0.508675,283.686401
25.4052486,0.081968,-0.297628,0.084287,0.070817,-1.106311,-55.881203
25.4249325,-0.113757,-0.088125,0.100446,0.085663,-1.298927,-13.475109
25.4446468,-0.117938,-0.028280,0.067533,0.054812,-1.001860,-8.764908
25.4643631,-0.065280,-0.083944,-0.010287,-0.023747,-1.093568,-18.946220
25.4840755,-0.054507,0.002848,-0.078525,-0.088364,-0.621330,-13.748737
25.5037594,-0.108966,0.203364,-0.404132,-0.403996,0.443136,-0.060822
25.5235043,-0.116153,0.309305,-0.675281,-0.666958,1.178232,3.042450
25.5431881,-0.034152,0.196177,-0.381976,-0.380445,0.560119,-6.371475
25.5629025,0.063413,-0.031271,0.139951,0.132251,-0.414017,-26.532284
25.5826187,0.083158,-0.253332,0.374585,0.361499,-1.088245,-50.177483
25.6023312,0.005948,-0.294638,0.280011,0.263722,-1.557925,-51.904388
25.6220150,-0.007815,-0.375433,0.237515,0.220229,-1.730891,-65.349899
25.6417294,0.063413,-0.404776,0.406903,0.391859,-1.371259,-70.981842
25.6614437,0.079572,-0.291647,0.328504,0.314803,-1.167013,-54.985435
25.6811581,-0.056903,-0.015112,-0.066546,-0.077205,-0.721101,-14.665886
25.7008743,-0.233477,0.221918,-0.239535,-0.240417,0.318905,11.182442
25.7205868,-0.267581,0.211741,-0.153934,-0.155881,0.205488,14.181183
25.7403030,-0.146075,0.055521,-0.073733,-0.083210,-0.579736,-1.401428
25.7600174,-0.098193,0.002253,-0.258090,-0.268807,-0.700889,-9.214722
25.7797318,-0.167025,0.027979,-0.446033,-0.456686,-0.665275,-0.108566
25.7994175,-0.153262,0.020197,-0.214984,-0.226041,-0.749262,-2.050583
25.8191319,-0.089816,-0.124655,0.267438,0.251942,-1.427108,-19.765537
25.8388443,0.081968,-0.311392,0.387158,0.373295,-1.196554,-57.746651
25.8585587,0.196286,-0.402380,0.126782,0.117849,-0.547392,-70.880173
25.8782730,0.098722,-0.295233,-0.162311,-0.174836,-0.946342,-56.181633
25.8979568,0.019117,-0.164160,-0.073138,-0.086377,-1.054935,-35.234737
25.9176426,0.029294,-0.128240,0.160306,0.148152,-0.939093,-32.273232
25.9373875,0.009534,-0.162359,0.142346,0.128648,-1.145290,-34.228107
25.9570694,-0.097598,-0.021704,-0.101855,-0.113725,-0.868080,-10.717361
25.9768143,-0.196353,0.181818,-0.246707,-0.249748,0.120912,7.197433
25.9965286,-0.200549,0.188395,-0.152133,-0.155005,0.119172,7.705589
26.0162125,-0.080233,0.127344,-0.091083,-0.095494,-0.039494,-5.093948
26.0359287,-0.021579,0.033960,-0.162326,-0.169747,-0.336293,-14.974422
26.0556431,-0.026965,-0.007330,-0.150348,-0.159750,-0.559630,-17.089329
26.0753555,-0.014392,-0.127630,0.084882,0.071406,-1.107135,-28.336628
26.0950394,0.112500,-0.292242,0.363812,0.351398,-0.998152,-56.283718
26.1147537,0.192701,-0.337728,0.319516,0.310404,-0.595433,-63.604080
26.1344681,0.045453,-0.232977,0.173474,0.159481,-1.190735,-45.476959
26.1541843,-0.085025,-0.079153,0.194425,0.180478,-1.186466,-16.286800
26.1738987,-0.086230,-0.067190,0.040601,0.027160,-1.097014,-15.198055
26.1936111,-0.110766,0.064493,-0.126407,-0.134709,-0.438499,-4.762741
26.2132950,-0.141299,0.174036,-0.393359,-0.395749,0.210584,1.956795
26.2330399,-0.114352,0.199167,-0.366427,-0.366765,0.393264,0.277939
26.2527237,-0.008410,0.012430,-0.161120,-0.169100,-0.397211,-17.491211
26.2724400,0.077787,-0.180914,0.014249,0.002686,-0.844512,-41.360653
26.2921543,0.044858,-0.286856,0.113019,0.098245,-1.299016,-52.783646
26.3118668,0.044858,-0.309591,0.205197,0.190105,-1.357481,-56.104053
26.3315811,0.055036,-0.259329,0.253079,0.238943,-1.220327,-49.499641
26.3512650,-0.011401,-0.133016,0.084882,0.071346,-1.115561,-29.173412
26.3709793,-0.119738,0.099817,-0.245517,-0.252025,-0.225194,-2.432587
26.3906956,-0.180194,0.229700,-0.381381,-0.380826,0.475343,6.620361
26.4103794,-0.113162,0.194986,-0.301181,-0.301908,0.345148,0.059105
26.4301224,-0.067065,0.085444,-0.195834,-0.201969,-0.194727,-8.079628
26.4498367,-0.021579,0.004038,-0.109042,-0.117861,-0.499008,-16.839035
26.4695511,-0.086825,-0.012716,-0.209598,-0.220739,-0.760680,-11.350647
26.4892349,-0.187381,-0.094122,0.028623,0.012484,-1.507989,-3.389557
26.5089512,-0.029361,-0.241369,0.557141,0.540400,-1.660829,-41.050255
26.5286655,0.081968,-0.459844,0.582883,0.568533,-1.286940,281.041687
26.5483780,0.091550,-0.399389,0.244702,0.230865,-1.176676,-70.264122
26.5680618,-0.081439,-0.049230,0.046582,0.033885,-0.996182,-14.402718
26.5878067,-0.170626,0.139917,-0.059955,-0.065460,-0.153578,3.824997
26.6074905,-0.108966,0.093226,-0.056369,-0.063298,-0.301004,-3.744453
26.6272354,0.006559,0.047739,-0.075519,-0.081553,-0.204692,-16.611767
26.6469212,-0.061084,0.155481,-0.225757,-0.227827,0.207877,-5.683426
26.6666336,-0.274768,0.281763,-0.374804,-0.371464,0.710797,15.198936
26.6863480,-0.232272,0.126154,-0.024646,-0.031673,-0.316495,9.786392
26.7060623,-0.000628,-0.194067,0.329099,0.314210,-1.339582,-37.102482
26.7257462,0.138227,-0.400579,0.302762,0.290851,-0.926111,-70.555855
26.7454624,0.037671,-0.197668,-0.079715,-0.093081,-1.071939,-40.556545
26.7651768,-0.065875,0.028574,-0.307757,-0.316459,-0.454694,-11.090698
26.7848892,0.003553,0.091425,-0.212588,-0.216321,0.048368,-13.949009
26.8045731,0.007154,0.044138,-0.062961,-0.069163,-0.224112,-16.875317
26.8243179,-0.095202,0.010630,-0.098269,-0.108748,-0.694839,-9.065784
26.8440018,-0.190371,-0.036062,0.104642,0.090432,-1.214188,0.159737
26.8637180,-0.193957,-0.122854,0.309339,0.292106,-1.727204,-4.229912
26.8834019,-0.122134,-0.127050,0.268033,0.251805,-1.546458,-15.734482
26.9031143,-0.116748,0.024988,-0.062350,-0.072701,-0.684460,-5.968414
26.9228287,-0.097598,0.152475,-0.280231,-0.283258,0.128460,-2.622238
26.9425430,-0.123935,0.174631,-0.159915,-0.162417,0.155269,0.416801
26.9622288,-0.116153,0.101603,0.123792,0.116872,-0.328893,-2.717117
26.9819736,-0.080233,-0.081549,0.196210,0.182294,-1.182290,-17.043056
27.0016880,-0.014407,-0.152777,0.024426,0.010317,-1.190393,-31.001072
27.0214005,-0.029361,-0.035467,-0.146747,-0.157351,-0.703072,-18.845306
27.0410843,-0.075442,0.027979,-0.155734,-0.164910,-0.532681,-10.164921
27.0607986,-0.071856,0.015421,-0.023456,-0.033269,-0.626400,-11.238842
27.0805130,-0.091616,0.080668,0.039990,0.032658,-0.359226,-5.962608
27.1002293,-0.065280,0.124949,-0.074924,-0.079127,-0.022128,-6.522041
27.1199436,-0.052111,0.008234,-0.238925,-0.248263,-0.538729,-13.651489
27.1396561,-0.007815,-0.077963,-0.209002,-0.220429,-0.796757,-24.307079
27.1593704,0.004758,-0.083349,-0.040210,-0.051599,-0.815198,-25.930809
27.1790543,-0.114352,-0.027670,0.157910,0.145201,-1.011750,-9.152985
27.1987686,-0.191561,-0.097708,0.330289,0.313815,-1.594092,-2.951782
27.2184849,-0.190371,-0.161764,0.381162,0.362921,-1.929988,-8.024338
27.2381992,-0.157458,-0.112081,0.226743,0.210361,-1.568642,-9.287601
27.2579117,-0.186785,0.020197,-0.107852,-0.119524,-0.841914,1.975960
27.2775955,-0.187976,0.185404,-0.341281,-0.343803,0.187971,6.487808
27.2973404,-0.097598,0.128534,-0.261676,-0.266114,-0.011615,-3.471001
27.3170242,-0.063479,0.004648,-0.008487,-0.018569,-0.660204,-12.734013
27.3367405,-0.119738,-0.068380,0.107038,0.092790,-1.220067,-11.207104
27.3564243,-0.144885,-0.101309,0.066922,0.051166,-1.448375,-10.289993
27.3761673,-0.098788,-0.134817,0.034009,0.018179,-1.457060,-19.637047
27.3958817,-0.052111,-0.101309,-0.109637,-0.123231,-1.100219,-21.929703
27.4155960,-0.064074,0.001642,-0.255084,-0.265005,-0.604811,-12.858513
27.4352512,-0.104785,0.088434,-0.203021,-0.209880,-0.269392,-4.347633
27.4550247,-0.082629,0.005838,0.007077,-0.003441,-0.714512,-10.679798
27.4747105,-0.070056,-0.113867,0.178250,0.163585,-1.289796,-21.096230
27.4944229,-0.114352,-0.161154,0.184247,0.167316,-1.660937,-20.350578
27.5141068,-0.112567,-0.151586,0.104047,0.087437,-1.596479,-19.544178
27.5338211,-0.112567,-0.088140,0.050168,0.035445,-1.284265,-13.629421
27.5535355,-0.154452,0.027979,-0.095279,-0.106144,-0.742391,-1.578400
27.5732517,-0.134112,0.059107,-0.164706,-0.173678,-0.507950,-2.549805
27.5929661,-0.148471,0.067484,-0.127002,-0.135870,-0.501898,-0.685165
27.6126785,-0.195758,0.131540,-0.149753,-0.155914,-0.205290,6.127335
27.6323929,-0.113757,-0.026480,-0.121020,-0.133405,-0.932939,-9.150013
27.6521072,0.008954,-0.210836,-0.000705,-0.015399,-1.274219,-40.020088
27.6717911,-0.016192,-0.102499,0.036405,0.023666,-1.000360,-25.713753
27.6915073,-0.178408,0.068689,-0.047992,-0.057365,-0.571650,2.628723
27.7112217,-0.187976,0.065104,-0.042605,-0.052288,-0.608284,3.591042
27.7309036,-0.131717,-0.096517,0.237515,0.222031,-1.422158,-11.757961
27.7506180,-0.165835,-0.187490,0.427258,0.408735,-1.993105,-15.241245
27.7703018,-0.155062,-0.121054,0.311139,0.294489,-1.622837,-10.384384
27.7900772,-0.144290,0.047144,-0.152148,-0.161891,-0.599099,-1.933235
27.8097630,-0.172412,0.147699,-0.393359,-0.397854,0.006904,4.192505
27.8294773,-0.087420,0.093821,-0.199435,-0.205629,-0.200213,-5.796562
27.8491898,-0.004229,-0.022894,-0.028247,-0.037741,-0.588454,-20.283165
27.8688736,-0.022784,-0.096517,-0.018664,-0.031359,-0.987531,-24.518616
